XWALK_CRSE_NUMBER_PK|SRS_SUBJ_CODE|SRS_COURSE_NUMBER|SRS_COURSE_ID|NGSS_SUBJECT|NGSS_COURSE_NUMBER|NGSS_COURSE_ID|SRS_TOPICS_IND|CONV_TOPICS_IND|CONV_TITLE|CONV_LONG_TITLE|DATA_ORIGIN|CREATED_ON_DATE
SAST626COML6626|SAST|626|SAST626|COML|6626|COML6626|||S Asian Modernisms|South Asian Modernisms: Literature, History, Theory|RENUMBER|1/23/2022 8:00:56 PM
SAST627COML6627|SAST|627|SAST627|COML|6627|COML6627|||S Asian Lit as Comp Lit|South Asia Literature as Comparative Literature|RENUMBER|1/23/2022 8:00:56 PM
SAST627SAST6627|SAST|627|SAST627|SAST|6627|SAST6627|||S Asian Lit as Comp Lit|South Asia Literature as Comparative Literature|RENUMBER|1/23/2022 8:00:56 PM
SAST628COML6628|SAST|628|SAST628|COML|6628|COML6628|||Esstial Txts Mdrn S Asia|Essential Texts from Modern South Asia|RENUMBER|1/23/2022 8:00:56 PM
SAST628SAST6628|SAST|628|SAST628|SAST|6628|SAST6628|||Esstial Txts Mdrn S Asia|Essential Texts from Modern South Asia|RENUMBER|1/23/2022 8:00:56 PM
SAST629SAST6629|SAST|629|SAST629|SAST|6629|SAST6629|||Money, Markets, Mutuality|Money, Markets, and Mutuality|RENUMBER|1/23/2022 8:00:56 PM
SAST629ANTH6629|SAST|629|SAST629|ANTH|6629|ANTH6629|||Money, Markets, Mutuality|Money, Markets, and Mutuality|RENUMBER|1/23/2022 8:00:56 PM
SAST630SAST6630|SAST|630|SAST630|SAST|6630|SAST6630|||S Asian Modernisms|South Asian Modernisms|RENUMBER|1/23/2022 8:00:56 PM
SAST631SAST6631|SAST|631|SAST631|SAST|6631|SAST6631|||Sanskrit Culture|Masterpieces of Sanskrit Culture: Literature, Philosophy, and Science|RENUMBER|1/23/2022 8:00:56 PM
SAST631COML6631|SAST|631|SAST631|COML|6631|COML6631|||Sanskrit Culture|Masterpieces of Sanskrit Culture: Literature, Philosophy, and Science|RENUMBER|1/23/2022 8:00:56 PM
SAST632SAST6632|SAST|632|SAST632|SAST|6632|SAST6632|||Hinduism & Colonial Modernity|Hinduism and Colonial Modernity|RENUMBER|1/23/2022 8:00:56 PM
SAST632RELS6632|SAST|632|SAST632|RELS|6632|RELS6632|||Hinduism & Colonial Modernity|Hinduism and Colonial Modernity|RENUMBER|1/23/2022 8:00:56 PM
SAST634SAST6634|SAST|634|SAST634|SAST|6634|SAST6634|||REALISM AND S.A. LIT|Realism and South Asian Literature|RENUMBER|1/23/2022 8:00:56 PM
SAST641SAST6641|SAST|641|SAST641|SAST|6641|SAST6641|||Dev Bhakti Lit of India|Bhakti and Society|RENUMBER|1/23/2022 8:00:56 PM
SAST644SAST6644|SAST|644|SAST644|SAST|6644|SAST6644|||Indian Philphy in Trans|Indian Philosophy in Translation|RENUMBER|1/23/2022 8:00:56 PM
SAST645SAST6645|SAST|645|SAST645|SAST|6645|SAST6645|||Religion in Mod S Asia|Religion in Modern South Asia|RENUMBER|1/23/2022 8:00:56 PM
SAST701SAST7701|SAST|701|SAST701|SAST|7701|SAST7701|Y||Methodology Seminar|Methodology Seminar: Topics|RENUMBER|1/23/2022 8:00:56 PM
SAST701ANTH7701|SAST|701|SAST701|ANTH|7701|ANTH7701|Y||Methodology Seminar|Methodology Seminar: Topics|RENUMBER|1/23/2022 8:00:56 PM
SAST704ANTH7704|SAST|704|SAST704|ANTH|7704|ANTH7704|||State,Socty&Cult S.asia|State, Society, and Culture in South Asia|RENUMBER|1/23/2022 8:00:56 PM
SAST704SAST7704|SAST|704|SAST704|SAST|7704|SAST7704|||State,Socty&Cult S.asia|State, Society, and Culture in South Asia|RENUMBER|1/23/2022 8:00:56 PM
SAST713SAST7717|SAST|713|SAST713|SAST|7717|SAST7717|Y||Seminar in Literature|Literature in Translation: South Asia and the World|RENUMBER|1/23/2022 8:00:56 PM
SAST762GSWS7762|SAST|762|SAST762|GSWS|7762|GSWS7762|Y|Y|Tpcs Wmn in S Asia Hist|Women in South Asia|RENUMBER|1/23/2022 8:00:56 PM
SAST762SAST7762|SAST|762|SAST762|SAST|7762|SAST7762|Y|Y|Tpcs Wmn in S Asia Hist|Women in South Asia|RENUMBER|1/23/2022 8:00:56 PM
SAST799SAST7999|SAST|799|SAST799|SAST|7999|SAST7999|||Candidacy Exam Prep|Candidacy Exam Prep - South Asia Studies|RENUMBER|1/23/2022 8:00:56 PM
SAST990SAST9900|SAST|990|SAST990|SAST|9900|SAST9900|||Masters Thesis|Masters Thesis|RENUMBER|1/23/2022 8:00:56 PM
SAST995SAST9950|SAST|995|SAST995|SAST|9950|SAST9950|||Dissertation|Dissertation|RENUMBER|1/23/2022 8:00:56 PM
SAST999SAST5999|SAST|999|SAST999|SAST|5999|SAST5999|||Independent Study - Graduate|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
SCMP597SCMP5970|SCMP|597|SCMP597|SCMP|5970|SCMP5970|||||MFREP|1/23/2022 8:00:56 PM
SCMP599SCMP5990|SCMP|599|SCMP599|SCMP|5990|SCMP5990|||||MFREP|1/23/2022 8:00:56 PM
SCMP990SCMP9900|SCMP|990|SCMP990|SCMP|9900|SCMP9900|||||MFREP|1/23/2022 8:00:56 PM
SDEI110SDEI1100|SDEI|110|SDEI110|SDEI|1100|SDEI1100|||||MFREP|1/23/2022 8:00:56 PM
SDEI150SDEI1500|SDEI|150|SDEI150|SDEI|1500|SDEI1500|||||MFREP|1/23/2022 8:00:56 PM
SDEI200SDEI2000|SDEI|200|SDEI200|SDEI|2000|SDEI2000|||||MFREP|1/23/2022 8:00:56 PM
SDEI250SDEI2500|SDEI|250|SDEI250|SDEI|2500|SDEI2500|||||MFREP|1/23/2022 8:00:56 PM
SDEI300SDEI3000|SDEI|300|SDEI300|SDEI|3000|SDEI3000|||||MFREP|1/23/2022 8:00:56 PM
SDEI350SDEI3500|SDEI|350|SDEI350|SDEI|3500|SDEI3500|||||MFREP|1/23/2022 8:00:56 PM
SDEI355SDEI3550|SDEI|355|SDEI355|SDEI|3550|SDEI3550|||||MFREP|1/23/2022 8:00:56 PM
SDEI400SDEI4000|SDEI|400|SDEI400|SDEI|4000|SDEI4000|||||MFREP|1/23/2022 8:00:56 PM
SDEI440SDEI4400|SDEI|440|SDEI440|SDEI|4400|SDEI4400|||||MFREP|1/23/2022 8:00:56 PM
SDEI450SDEI4500|SDEI|450|SDEI450|SDEI|4500|SDEI4500|||||MFREP|1/23/2022 8:00:56 PM
SKRT460SKRT5100|SKRT|460|SKRT460|SKRT|5100|SKRT5100|||Sanskrit 1st Year Part I|Sanskrit 1st Year, Part I|RENUMBER|1/23/2022 8:00:56 PM
SKRT460SKRT0100|SKRT|460|SKRT460|SKRT|0100|SKRT0100|||Sanskrit 1st Year Part I|Sanskrit 1st Year, Part I|RENUMBER|1/23/2022 8:00:56 PM
SKRT461SKRT0200|SKRT|461|SKRT461|SKRT|0200|SKRT0200|||Sanskrit 1st Yr Part II|Sanskrit 1st Year Part II|RENUMBER|1/23/2022 8:00:56 PM
SKRT461SKRT5200|SKRT|461|SKRT461|SKRT|5200|SKRT5200|||Sanskrit 1st Yr Part II|Sanskrit 1st Year Part II|RENUMBER|1/23/2022 8:00:56 PM
SKRT470SKRT5300|SKRT|470|SKRT470|SKRT|5300|SKRT5300|||Sanskrit 2nd Year Part I|Sanskrit 2nd Year Part I|RENUMBER|1/23/2022 8:00:56 PM
SKRT470SKRT0300|SKRT|470|SKRT470|SKRT|0300|SKRT0300|||Sanskrit 2nd Year Part I|Sanskrit 2nd Year Part I|RENUMBER|1/23/2022 8:00:56 PM
SKRT471SKRT5400|SKRT|471|SKRT471|SKRT|5400|SKRT5400|||Intermediate Sanskrit II|Intermediate Sanskrit Part II|RENUMBER|1/23/2022 8:00:56 PM
SKRT471SKRT0400|SKRT|471|SKRT471|SKRT|0400|SKRT0400|||Intermediate Sanskrit II|Intermediate Sanskrit Part II|RENUMBER|1/23/2022 8:00:56 PM
SKRT480SKRT1000|SKRT|480|SKRT480|SKRT|1000|SKRT1000|||Readings In Sankrit Lit|Readings in Sanskrit Literature|RENUMBER|1/23/2022 8:00:56 PM
SKRT480SKRT5000|SKRT|480|SKRT480|SKRT|5000|SKRT5000|||Readings In Sankrit Lit|Readings in Sanskrit Literature|RENUMBER|1/23/2022 8:00:56 PM
SOCI001AFRC1000|SOCI|001|SOCI001|AFRC|1000|AFRC1000|||Intro to Sociology|Introduction to Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI001SOCI1000|SOCI|001|SOCI001|SOCI|1000|SOCI1000|||Intro to Sociology|Introduction to Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI002SOCI2420|SOCI|002|SOCI002|SOCI|2420|SOCI2420|||Social Prob & Pub Policy|Social Problems and Public Policy|RENUMBER|1/23/2022 8:00:56 PM
SOCI003SOCI1030|SOCI|003|SOCI003|SOCI|1030|SOCI1030|||Deviance & Soc Control|Deviance and Social Control|RENUMBER|1/23/2022 8:00:56 PM
SOCI004GSWS1011|SOCI|004|SOCI004|GSWS|1011|GSWS1011|||The Family|The Family|RENUMBER|1/23/2022 8:00:56 PM
SOCI004SOCI1010|SOCI|004|SOCI004|SOCI|1010|SOCI1010|||The Family|The Family|RENUMBER|1/23/2022 8:00:56 PM
SOCI005SOCI1020|SOCI|005|SOCI005|SOCI|1020|SOCI1020|||American Society|American Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI006AFRC1060|SOCI|006|SOCI006|AFRC|1060|AFRC1060|||Race & Ethnic Relations|Race and Ethnic Relations|RENUMBER|1/23/2022 8:00:56 PM
SOCI006LALS1060|SOCI|006|SOCI006|LALS|1060|LALS1060|||Race & Ethnic Relations|Race and Ethnic Relations|RENUMBER|1/23/2022 8:00:56 PM
SOCI006SOCI1060|SOCI|006|SOCI006|SOCI|1060|SOCI1060|||Race & Ethnic Relations|Race and Ethnic Relations|RENUMBER|1/23/2022 8:00:56 PM
SOCI006URBS1060|SOCI|006|SOCI006|URBS|1060|URBS1060|||Race & Ethnic Relations|Race and Ethnic Relations|RENUMBER|1/23/2022 8:00:56 PM
SOCI006ASAM1510|SOCI|006|SOCI006|ASAM|1510|ASAM1510|||Race & Ethnic Relations|Race and Ethnic Relations|RENUMBER|1/23/2022 8:00:56 PM
SOCI007GSWS1042|SOCI|007|SOCI007|GSWS|1042|GSWS1042|||Population & Society|Population and Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI007SOCI1040|SOCI|007|SOCI007|SOCI|1040|SOCI1040|||Population & Society|Population and Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI010SOCI1050|SOCI|010|SOCI010|SOCI|1050|SOCI1050|||Social Stratification|Social Stratification|RENUMBER|1/23/2022 8:00:56 PM
SOCI011SOCI1090|SOCI|011|SOCI011|SOCI|1090|SOCI1090|||Urban Sociology|Urban Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI011AFRC1090|SOCI|011|SOCI011|AFRC|1090|AFRC1090|||Urban Sociology|Urban Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI011URBS1090|SOCI|011|SOCI011|URBS|1090|URBS1090|||Urban Sociology|Urban Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI011LALS1090|SOCI|011|SOCI011|LALS|1090|LALS1090|||Urban Sociology|Urban Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI030SOCI2470|SOCI|030|SOCI030|SOCI|2470|SOCI2470|||Intersectionality|Outsider Within: Unpacking Intersectionality in Everyday Life|RENUMBER|1/23/2022 8:00:56 PM
SOCI100SOCI2000|SOCI|100|SOCI100|SOCI|2000|SOCI2000|||Soci Research Methods|Sociological Research Methods|RENUMBER|1/23/2022 8:00:56 PM
SOCI100HSOC2002|SOCI|100|SOCI100|HSOC|2002|HSOC2002|||Soci Research Methods|Sociological Research Methods|RENUMBER|1/23/2022 8:00:56 PM
SOCI103SOCI1140|SOCI|103|SOCI103|SOCI|1140|SOCI1140|||Asian Amer in Contemp Society|Asian Americans In Contemporary Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI103ASAM1500|SOCI|103|SOCI103|ASAM|1500|ASAM1500|||Asian Amer in Contemp Society|Asian Americans In Contemporary Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI110SOCI1051|SOCI|110|SOCI110|SOCI|1051|SOCI1051|||The Rich and the Poor|The Rich and The Poor|RENUMBER|1/23/2022 8:00:56 PM
SOCI111SOCI2220|SOCI|111|SOCI111|SOCI|2220|SOCI2220|||Health of Populations|Health of Populations|RENUMBER|1/23/2022 8:00:56 PM
SOCI111HSOC2202|SOCI|111|SOCI111|HSOC|2202|HSOC2202|||Health of Populations|Health of Populations|RENUMBER|1/23/2022 8:00:56 PM
SOCI112SOCI1130|SOCI|112|SOCI112|SOCI|1130|SOCI1130|||Discrim: Sex Race/Confl|Discrimination: Sexual and Racial Conflict|RENUMBER|1/23/2022 8:00:56 PM
SOCI112AFRC1131|SOCI|112|SOCI112|AFRC|1131|AFRC1131|||Discrim: Sex Race/Confl|Discrimination: Sexual and Racial Conflict|RENUMBER|1/23/2022 8:00:56 PM
SOCI112GSWS1130|SOCI|112|SOCI112|GSWS|1130|GSWS1130|||Discrim: Sex Race/Confl|Discrimination: Sexual and Racial Conflict|RENUMBER|1/23/2022 8:00:56 PM
SOCI113SOCI2480|SOCI|113|SOCI113|SOCI|2480|SOCI2480|||Economic Inequality|Economic Inequality, Advantage and the Rich|RENUMBER|1/23/2022 8:00:56 PM
SOCI117SOCI2250|SOCI|117|SOCI117|SOCI|2250|SOCI2250|||Work in a Changing World|Work in a Changing World|RENUMBER|1/23/2022 8:00:56 PM
SOCI120SOCI2010|SOCI|120|SOCI120|SOCI|2010|SOCI2010|||Social Statistics|Social Statistics|RENUMBER|1/23/2022 8:00:56 PM
SOCI120AFRC2010|SOCI|120|SOCI120|AFRC|2010|AFRC2010|||Social Statistics|Social Statistics|RENUMBER|1/23/2022 8:00:56 PM
SOCI122GSWS1101|SOCI|122|SOCI122|GSWS|1101|GSWS1101|||Sociology of Gender|Sociology of Gender|RENUMBER|1/23/2022 8:00:56 PM
SOCI122SOCI1100|SOCI|122|SOCI122|SOCI|1100|SOCI1100|||Sociology of Gender|Sociology of Gender|RENUMBER|1/23/2022 8:00:56 PM
SOCI125SOCI3000|SOCI|125|SOCI125|SOCI|3000|SOCI3000|||Class Soc Theory|Classical Sociological Theory|RENUMBER|1/23/2022 8:00:56 PM
SOCI126SOCI3010|SOCI|126|SOCI126|SOCI|3010|SOCI3010|||Contemporary Socio Theor|Contemporary Sociological Theory|RENUMBER|1/23/2022 8:00:56 PM
SOCI128SOCI3220|SOCI|128|SOCI128|SOCI|3220|SOCI3220|||Basic Demographic Methods|Basic Demographic Methods|RENUMBER|1/23/2022 8:00:56 PM
SOCI135SOCI1120|SOCI|135|SOCI135|SOCI|1120|SOCI1120|||Law & Society|Law and Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI135AFRC1123|SOCI|135|SOCI135|AFRC|1123|AFRC1123|||Law & Society|Law and Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI137SOCI1070|SOCI|137|SOCI137|SOCI|1070|SOCI1070|||Media & Pop Culture|Media and Popular Culture|RENUMBER|1/23/2022 8:00:56 PM
SOCI137URBS1170|SOCI|137|SOCI137|URBS|1170|URBS1170|||Media & Pop Culture|Media and Popular Culture|RENUMBER|1/23/2022 8:00:56 PM
SOCI143COMM2630|SOCI|143|SOCI143|COMM|2630|COMM2630|||Social Movements|Social Movements|RENUMBER|1/23/2022 8:00:56 PM
SOCI143SOCI2440|SOCI|143|SOCI143|SOCI|2440|SOCI2440|||Social Movements|Social Movements|RENUMBER|1/23/2022 8:00:56 PM
SOCI175HSOC1222|SOCI|175|SOCI175|HSOC|1222|HSOC1222|||Medical Sociology|Medical Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI175SOCI1110|SOCI|175|SOCI175|SOCI|1110|SOCI1110|||Medical Sociology|Medical Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI221SOCI3210|SOCI|221|SOCI221|SOCI|3210|SOCI3210|||Sample Survey Methods|Sample Survey Methods|RENUMBER|1/23/2022 8:00:56 PM
SOCI222SOCI3200|SOCI|222|SOCI222|SOCI|3200|SOCI3200|||Ethnography|Ethnography|RENUMBER|1/23/2022 8:00:56 PM
SOCI235AFRC2240|SOCI|235|SOCI235|AFRC|2240|AFRC2240|||Law and Social Change|Law and Social Change|RENUMBER|1/23/2022 8:00:56 PM
SOCI235SOCI2240|SOCI|235|SOCI235|SOCI|2240|SOCI2240|||Law and Social Change|Law and Social Change|RENUMBER|1/23/2022 8:00:56 PM
SOCI238SOCI2640|SOCI|238|SOCI238|SOCI|2640|SOCI2640|||Media/Cult/Soci/China|Media Culture & Society in Contemporary China|RENUMBER|1/23/2022 8:00:56 PM
SOCI238COMM2640|SOCI|238|SOCI238|COMM|2640|COMM2640|||Media/Cult/Soci/China|Media Culture & Society in Contemporary China|RENUMBER|1/23/2022 8:00:56 PM
SOCI239SOCI2200|SOCI|239|SOCI239|SOCI|2200|SOCI2200|||Religion|Religion|RENUMBER|1/23/2022 8:00:56 PM
SOCI240SOCI2600|SOCI|240|SOCI240|SOCI|2600|SOCI2600|||Global Health|Global Health|RENUMBER|1/23/2022 8:00:56 PM
SOCI249SOCI2490|SOCI|249|SOCI249|SOCI|2490|SOCI2490|||Coming of Age East Asia|Work, Love, and Independence: Coming of Age in East Asia|RENUMBER|1/23/2022 8:00:56 PM
SOCI250SOCI2210|SOCI|250|SOCI250|SOCI|2210|SOCI2210|||Race and the Media|Race and the Media|RENUMBER|1/23/2022 8:00:56 PM
SOCI250AFRC2210|SOCI|250|SOCI250|AFRC|2210|AFRC2210|||Race and the Media|Race and the Media|RENUMBER|1/23/2022 8:00:56 PM
SOCI264URBS2450|SOCI|264|SOCI264|URBS|2450|URBS2450|||Poverty,Race and Health|Poverty, Race and Health|RENUMBER|1/23/2022 8:00:56 PM
SOCI264SOCI2450|SOCI|264|SOCI264|SOCI|2450|SOCI2450|||Poverty,Race and Health|Poverty, Race and Health|RENUMBER|1/23/2022 8:00:56 PM
SOCI266SOCI2610|SOCI|266|SOCI266|SOCI|2610|SOCI2610|||Latinos in the United States|Latinos in the United States|RENUMBER|1/23/2022 8:00:56 PM
SOCI266LALS2610|SOCI|266|SOCI266|LALS|2610|LALS2610|||Latinos in the United States|Latinos in the United States|RENUMBER|1/23/2022 8:00:56 PM
SOCI267SOCI2280|SOCI|267|SOCI267|SOCI|2280|SOCI2280|||Sociology of Education|Sociology of Education|RENUMBER|1/23/2022 8:00:56 PM
SOCI268SOCI2630|SOCI|268|SOCI268|SOCI|2630|SOCI2630|||Contemp Issues Afr Society|Contemporary Issues in African Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI268AFRC2630|SOCI|268|SOCI268|AFRC|2630|AFRC2630|||Contemp Issues Afr Society|Contemporary Issues in African Society|RENUMBER|1/23/2022 8:00:56 PM
SOCI277HSOC1312|SOCI|277|SOCI277|HSOC|1312|HSOC1312|||Mental Illness|Mental Illness|RENUMBER|1/23/2022 8:00:56 PM
SOCI277SOCI1111|SOCI|277|SOCI277|SOCI|1111|SOCI1111|||Mental Illness|Mental Illness|RENUMBER|1/23/2022 8:00:56 PM
SOCI281SOCI2680|SOCI|281|SOCI281|SOCI|2680|SOCI2680|||Contemporary Immigration|Contemporary Immigration in the U.S.|RENUMBER|1/23/2022 8:00:56 PM
SOCI296SOCI3240|SOCI|296|SOCI296|SOCI|3240|SOCI3240|||Demog, Econ, Soc Rel|Demographic, Economic, and Social Interrelations|RENUMBER|1/23/2022 8:00:56 PM
SOCI298SOCI2982|SOCI|298|SOCI298|SOCI|2982|SOCI2982|||Courses Abroad Maj|Courses Abroad Maj|RENUMBER|1/23/2022 8:00:56 PM
SOCI299SOCI3998|SOCI|299|SOCI299|SOCI|3998|SOCI3998|||Independent Study|Independent Study|RENUMBER|1/23/2022 8:00:56 PM
SOCI300SOCI4100|SOCI|300|SOCI300|SOCI|4100|SOCI4100|||Thesis Workshop I|Thesis Workshop I|RENUMBER|1/23/2022 8:00:56 PM
SOCI301SOCI4101|SOCI|301|SOCI301|SOCI|4101|SOCI4101|||Thesis Workshop II|Thesis Workshop II|RENUMBER|1/23/2022 8:00:56 PM
SOCI303SOCI2460|SOCI|303|SOCI303|SOCI|2460|SOCI2460|||Soc Inequal and Health|Social Inequality and Health|RENUMBER|1/23/2022 8:00:56 PM
SOCI304SOCI2260|SOCI|304|SOCI304|SOCI|2260|SOCI2260|||The Future of Work|The Future of Work|RENUMBER|1/23/2022 8:00:56 PM
SOCI305SOCI2670|SOCI|305|SOCI305|SOCI|2670|SOCI2670|||Sociology of Immigration|Sociology of Immigration|RENUMBER|1/23/2022 8:00:56 PM
SOCI306SOCI2270|SOCI|306|SOCI306|SOCI|2270|SOCI2270|||Families and Capitalism|Families and Capitalism|RENUMBER|1/23/2022 8:00:56 PM
SOCI307AFRC2430|SOCI|307|SOCI307|AFRC|2430|AFRC2430|||Race, Science & Justice|Race, Science & Justice|RENUMBER|1/23/2022 8:00:56 PM
SOCI307SOCI2430|SOCI|307|SOCI307|SOCI|2430|SOCI2430|||Race, Science & Justice|Race, Science & Justice|RENUMBER|1/23/2022 8:00:56 PM
SOCI338SOCI2903|SOCI|338|SOCI338|SOCI|2903|SOCI2903|||Exhibiting Black Bodies|Exhibiting Black Bodies|RENUMBER|1/23/2022 8:00:56 PM
SOCI338AFRC2903|SOCI|338|SOCI338|AFRC|2903|AFRC2903|||Exhibiting Black Bodies|Exhibiting Black Bodies|RENUMBER|1/23/2022 8:00:56 PM
SOCI339AFRC3230|SOCI|339|SOCI339|AFRC|3230|AFRC3230|||Demography of Race|Demography of Race|RENUMBER|1/23/2022 8:00:56 PM
SOCI339SOCI3230|SOCI|339|SOCI339|SOCI|3230|SOCI3230|||Demography of Race|Demography of Race|RENUMBER|1/23/2022 8:00:56 PM
SOCI344SOCI2650|SOCI|344|SOCI344|SOCI|2650|SOCI2650|||Soci of Climate Emergency|Sociology of the Climate Emergency|RENUMBER|1/23/2022 8:00:56 PM
SOCI344LALS2650|SOCI|344|SOCI344|LALS|2650|LALS2650|||Soci of Climate Emergency|Sociology of the Climate Emergency|RENUMBER|1/23/2022 8:00:56 PM
SOCI377LALS2660|SOCI|377|SOCI377|LALS|2660|LALS2660|||International Migration|International Migration|RENUMBER|1/23/2022 8:00:56 PM
SOCI377SOCI2660|SOCI|377|SOCI377|SOCI|2660|SOCI2660|||International Migration|International Migration|RENUMBER|1/23/2022 8:00:56 PM
SOCI398SOCI3999|SOCI|398|SOCI398|SOCI|3999|SOCI3999|||Senior Research|Senior Research|RENUMBER|1/23/2022 8:00:56 PM
SOCI399SOCI4998|SOCI|399|SOCI399|SOCI|4998|SOCI4998|||Honors Independent Study|Honors Independent Study|RENUMBER|1/23/2022 8:00:56 PM
SOCI434LALS2810|SOCI|434|SOCI434|LALS|2810|LALS2810|||Design Green New Deal|Designing a Green New Deal: From Concept to Program|RENUMBER|1/23/2022 8:00:56 PM
SOCI434SOCI2810|SOCI|434|SOCI434|SOCI|2810|SOCI2810|||Design Green New Deal|Designing a Green New Deal: From Concept to Program|RENUMBER|1/23/2022 8:00:56 PM
SOCI453URBS2410|SOCI|453|SOCI453|URBS|2410|URBS2410|||Metrop Growth & Poverty|Metropolitan Growth and Poverty|RENUMBER|1/23/2022 8:00:56 PM
SOCI453SOCI2410|SOCI|453|SOCI453|SOCI|2410|SOCI2410|||Metrop Growth & Poverty|Metropolitan Growth and Poverty|RENUMBER|1/23/2022 8:00:56 PM
SOCI517SOCI5170|SOCI|517|SOCI517|SOCI|5170|SOCI5170|||Work and Identity|Work and Identity|RENUMBER|1/23/2022 8:00:56 PM
SOCI530SOCI5300|SOCI|530|SOCI530|SOCI|5300|SOCI5300|Y|Y|Advanced Selected Topics|Advanced Selected Topics|RENUMBER|1/23/2022 8:00:56 PM
SOCI533SOCI5330|SOCI|533|SOCI533|SOCI|5330|SOCI5330|||Soci Race and Ethnic|Sociology of Race and Ethnicity|RENUMBER|1/23/2022 8:00:56 PM
SOCI533AFRC5330|SOCI|533|SOCI533|AFRC|5330|AFRC5330|||Soci Race and Ethnic|Sociology of Race and Ethnicity|RENUMBER|1/23/2022 8:00:56 PM
SOCI535SOCI5350|SOCI|535|SOCI535|SOCI|5350|SOCI5350|||Quantitative Methods I|Quantitative Methods I|RENUMBER|1/23/2022 8:00:56 PM
SOCI536SOCI5351|SOCI|536|SOCI536|SOCI|5351|SOCI5351|||Quantitative Methods II|Quantitative Methods II|RENUMBER|1/23/2022 8:00:56 PM
SOCI536CRIM6351|SOCI|536|SOCI536|CRIM|6351|CRIM6351|||Quantitative Methods II|Quantitative Methods II|RENUMBER|1/23/2022 8:00:56 PM
SOCI541GSWS5320|SOCI|541|SOCI541|GSWS|5320|GSWS5320|Y||Gend Lbr For & Mkts|Gender, the Labor Force, and Markets|RENUMBER|1/23/2022 8:00:56 PM
SOCI541DEMG5410|SOCI|541|SOCI541|DEMG|5410|DEMG5410|Y||Gend Lbr For & Mkts|Gender, the Labor Force, and Markets|RENUMBER|1/23/2022 8:00:56 PM
SOCI541SOCI5410|SOCI|541|SOCI541|SOCI|5410|SOCI5410|Y||Gend Lbr For & Mkts|Gender, the Labor Force, and Markets|RENUMBER|1/23/2022 8:00:56 PM
SOCI542GSWS5420|SOCI|542|SOCI542|GSWS|5420|GSWS5420|Y||Work and Gender|Work and Gender|RENUMBER|1/23/2022 8:00:56 PM
SOCI542SOCI5420|SOCI|542|SOCI542|SOCI|5420|SOCI5420|Y||Work and Gender|Work and Gender|RENUMBER|1/23/2022 8:00:56 PM
SOCI544SOCI5440|SOCI|544|SOCI544|SOCI|5440|SOCI5440|||Soci of Climate Emergency|Sociology of the Climate Emergency|RENUMBER|1/23/2022 8:00:56 PM
SOCI553SOCI5530|SOCI|553|SOCI553|SOCI|5530|SOCI5530|||Field Meth. Social Res|Field Methods in Qualitative Research|RENUMBER|1/23/2022 8:00:56 PM
SOCI555SOCI5550|SOCI|555|SOCI555|SOCI|5550|SOCI5550|||Professionalization Sem|Pro-Seminar in Sociological Research|RENUMBER|1/23/2022 8:00:56 PM
SOCI556SOCI5560|SOCI|556|SOCI556|SOCI|5560|SOCI5560|||Pro Sem Socio Concep II|Pro-Seminar in Sociological Research II|RENUMBER|1/23/2022 8:00:56 PM
SOCI561COMM5610|SOCI|561|SOCI561|COMM|5610|COMM5610|||Cultural Sociology|Cultural Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI561SOCI5610|SOCI|561|SOCI561|SOCI|5610|SOCI5610|||Cultural Sociology|Cultural Sociology|RENUMBER|1/23/2022 8:00:56 PM
SOCI562SOCI5620|SOCI|562|SOCI562|SOCI|5620|SOCI5620|||Soci Movements & Poli Sc|Soci Movements & Poli Sc|RENUMBER|1/23/2022 8:00:56 PM
SOCI563SOCI5630|SOCI|563|SOCI563|SOCI|5630|SOCI5630|||Inequal Class Race Gend|Mechanisms for Perpetuating or Reducing Inequality by Class, Race and Gender|RENUMBER|1/23/2022 8:00:56 PM
SOCI564LALS5640|SOCI|564|SOCI564|LALS|5640|LALS5640|||Poverty, Race and Health|Poverty, Race and Health|RENUMBER|1/23/2022 8:00:56 PM
SOCI564SOCI5640|SOCI|564|SOCI564|SOCI|5640|SOCI5640|||Poverty, Race and Health|Poverty, Race and Health|RENUMBER|1/23/2022 8:00:56 PM
SOCI567URBS5670|SOCI|567|SOCI567|URBS|5670|URBS5670|||Urban Sociology|Urban Sociology|RENUMBER|1/23/2022 8:00:56 PM
